1998,Utah,Pacific Twelve,Western Athletic,Utah,Salt Lake City,"Majerus, Rick",7,3,30,76,51,70 - 79,50 - 59,Arizona,0,Elite Eight,West,25,3,At Large,Pacific Twelve,Pacific Ten,Arizona,Tucson,4,1,6,West,Anaheim,California,Saturday,March 21,1990-1999,1,0
1998,Utah,Pacific Twelve,Western Athletic,Utah,Salt Lake City,"Majerus, Rick",7,3,30,75,69,70 - 79,60 - 69,Arkansas,0,Round of 32,West,25,3,At Large,Southeastern,Southeastern,Arkansas,Fayetteville,17,6,18,West,Boise,Idaho,Saturday,March 14,1990-1999,1,0
1998,Utah,Pacific Twelve,Western Athletic,Utah,Salt Lake City,"Majerus, Rick",7,3,30,65,59,60 - 69,50 - 59,N Carolina,0,National Semifinals,West,25,3,At Large,Atlantic Coast,Atlantic Coast,N Carolina,Chapel Hill,1,1,1,East,San Antonio,Texas,Saturday,March 28,1990-1999,1,0
1998,Utah,Pacific Twelve,Western Athletic,Utah,Salt Lake City,"Majerus, Rick",7,3,30,85,68,80 - 89,60 - 69,San Francisco,0,Round of 64,West,25,3,At Large,West Coast,West Coast,California,San Francisco,0,14,99,West,Boise,Idaho,Thursday,March 12,1990-1999,1,0
1998,Utah,Pacific Twelve,Western Athletic,Utah,Salt Lake City,"Majerus, Rick",7,3,30,65,62,60 - 69,60 - 69,W VIRGINIA,0,Sweet Sixteen,West,25,3,At Large,Big East,Big East,W VIRGINIA,Morgantown,0,10,46,West,Anaheim,California,Thursday,March 19,1990-1999,1,0
1998,Valparaiso,Horizon League,Summit League,Indiana,Valparaiso,"Drew, Homer",0,13,83,83,77,80 - 89,70 - 79,Florida St,1,Round of 32,Midwest,21,9,Automatic,Atlantic Coast,Atlantic Coast,Florida,Tallahassee,0,12,39,Midwest,Oklahoma City,Oklahoma,Sunday,March 15,1990-1999,1,0
1998,Valparaiso,Horizon League,Summit League,Indiana,Valparaiso,"Drew, Homer",0,13,83,70,69,70 - 79,60 - 69,OLE MISS,0,Round of 64,Midwest,21,9,Automatic,Southeastern,Southeastern,OLE MISS,Oxford,13,4,12,Midwest,Oklahoma City,Oklahoma,Friday,March 13,1990-1999,1,0
1998,Washington,Pacific Twelve,Pacific Ten,Washington,Seattle,"Bender, Bob",0,11,41,87,66,80 - 89,60 - 69,Richmond,0,Round of 32,East,18,9,At Large,Atlantic Ten,Colonial,Virginia,Richmond,0,14,69,East,Washington,District of Columbia,Saturday,March 14,1990-1999,1,0
1998,Washington,Pacific Twelve,Pacific Ten,Washington,Seattle,"Bender, Bob",0,11,41,69,68,60 - 69,60 - 69,"XAVIER",0,Round of 64,East,18,9,At Large,Atlantic Ten,Atlantic Ten,OHIO U,Cincinnati,23,6,23,East,Washington,District of Columbia,Thursday,March 12,1990-1999,1,0
1998,W VIRGINIA,Big East,Big East,W VIRGINIA,Morgantown,"Catlett, Gale",0,10,46,75,74,70 - 79,70 - 79,Cincinnati,0,Round of 32,West,22,8,At Large,Big East,Conference USA,OHIO U,Cincinnati,9,2,16,West,Boise,Idaho,Saturday,March 14,1990-1999,1,0
1998,W VIRGINIA,Big East,Big East,W VIRGINIA,Morgantown,"Catlett, Gale",0,10,46,82,52,80 - 89,50 - 59,Temple,0,Round of 64,West,22,8,At Large,Atlantic Ten,Atlantic Ten,Pennsylvania,Philadelphia,24,7,26,West,Boise,Idaho,Thursday,March 12,1990-1999,1,0
1998,W MICHIGAN,Mid American,Mid American,Michigan,Kalamazoo,"Donewald, Bob",0,11,58,75,72,70 - 79,70 - 79,Clemson,0,Round of 64,Midwest,20,7,At Large,Atlantic Coast,Atlantic Coast,S CAROLINA,Clemson,0,6,28,Midwest,Chicago,Illinois,Friday,March 13,1990-1999,1,0
1999,Arkansas,Southeastern,Southeastern,Arkansas,Fayetteville,"Richardson, Nolan",17,4,28,94,80,90 - 99,80 - 89,Siena,0,Round of 64,West,22,10,At Large,Metro Atlantic,Metro Atlantic,New York,Albany,0,13,37,West,Denver,Colorado,Thursday,March 11,1990-1999,1,0
1999,Auburn,Southeastern,Southeastern,Alabama,Auburn,"Ellis, Cliff",4,1,6,81,74,80 - 89,70 - 79,Oklahoma St,0,Round of 32,South,27,3,At Large,Big Twelve,Big Twelve,Oklahoma,Stillwater,0,9,53,South,Indianapolis,Indiana,Saturday,March 13,1990-1999,1,0
1999,Auburn,Southeastern,Southeastern,Alabama,Auburn,"Ellis, Cliff",4,1,6,80,41,80 - 89,0 - 49,Winthrop,0,Round of 64,South,27,3,At Large,Big South,Big South,S CAROLINA,Rock Hill,0,16,153,South,Indianapolis,Indiana,Thursday,March 11,1990-1999,1,0
1999,Charlotte,Atlantic Ten,Conference USA,N Carolina,Charlotte,"Lutz, Bobby",24,5,19,81,70,80 - 89,70 - 79,Rhode Island,1,Round of 64,Midwest,22,10,Automatic,Atlantic Ten,Atlantic Ten,Rhode Island,Kingston,0,12,69,Midwest,WI-MILWAUKEE,Wisconsin,Friday,March 12,1990-1999,1,0
1999,Cincinnati,Big East,Conference USA,OHIO U,Cincinnati,"Huggins, Bob",11,3,9,72,48,70 - 79,0 - 49,George Mason,0,Round of 64,East,26,5,At Large,Colonial,Colonial,Virginia,Fairfax,0,14,107,East,BOSTON U,Massachusetts,Friday,March 12,1990-1999,1,0
1999,Connecticut,Big East,Big East,Connecticut,Storrs,"Calhoun, Jim",3,1,3,77,74,70 - 79,70 - 79,Duke,0,National Championship,West,28,2,Automatic,Atlantic Coast,Atlantic Coast,N Carolina,Durham,1,1,1,East,St. Petersburg,Florida,Monday,March 29,1990-1999,1,0
1999,Connecticut,Big East,Big East,Connecticut,Storrs,"Calhoun, Jim",3,1,3,67,62,60 - 69,60 - 69,Gonzaga,0,Elite Eight,West,28,2,Automatic,West Coast,West Coast,Washington,Spokane,0,10,42,West,Phoenix,Arizona,Saturday,March 20,1990-1999,1,0
